author,highlightTitle,uuid,title,ord_in_thread,highlightText,social_vk_shares,social_stumbledupon_shares,social_linkedin_shares,social_pinterest_shares,social_gplus_shares,social_facebook_shares,social_facebook_comments,social_facebook_likes,crawled,published,thread_spam_score,thread_site_type,thread_site_full,thread_title_full,thread_performance_score,thread_title,thread_replies_count,thread_main_image,thread_uuid,thread_site_section,thread_published,thread_participants_count,thread_url,thread_country,thread_site,text,url,language,Keyword,relevent_flag,score,position
,,2efa52d32ef7536441c16cf947daaec6ea251f92,"Rajasthan signs MoUs to firm up Rs 5,400 crore investment in affordable housing",0,,0,0,0,0,0,0,0,0,2015-10-14T03:51:16.999+03:00,2015-10-14T01:44:00.000+03:00,0,news,economictimes.indiatimes.com,"Rajasthan signs MoUs to firm up Rs 5,400 crore investment in affordable housing",0,"Rajasthan signs MoUs to firm up Rs 5,400 crore investment in affordable housing",0,"http://economictimes.indiatimes.com/thumb/msid-49345068,width-600,resizemode-4/rajasthan-signs-mous-to-firm-up-rs-5400-crore-investment-in-affordable-housing.jpg",2efa52d32ef7536441c16cf947daaec6ea251f92,http://economictimes.indiatimes.com/news/news/economy/news/economy/finance/rssfeeds/1286551815.cms,2015-10-14T01:44:00.000+03:00,0,http://economictimes.indiatimes.com/news/economy/finance/rajasthan-signs-mous-to-firm-up-rs-5400-crore-investment-in-affordable-housing/articleshow/49345066.cms,IL,indiatimes.com,Finance-Economy-News-The Economic Times,http://economictimes.indiatimes.com/news/economy/finance/rajasthan-signs-mous-to-firm-up-rs-5400-crore-investment-in-affordable-housing/articleshow/49345066.cms,english,Finance,1,0,0
Sara Sjolin,,2d424a071f633c1ab4a1253861dd1b43a8edb3db,5 key facts to know about the SABMiller-InBev merger,0,,0,0,0,0,0,0,0,0,2015-10-13T15:13:09.596+03:00,2015-10-13T03:00:00.000+03:00,0,news,www.marketwatch.com,5 key facts to know about the SABMiller-InBev merger - MarketWatch,0,5 key facts to know about the SABMiller-InBev merger,3,http://s.marketwatch.com/public/resources/MWimages/MW-DG358_BUD_01_ZG_20150225144656.jpg,c38ebc02235c1672ff95f83109c9076b5f5577ef,http://finance.yahoo.com/news/provider-marketwatch/,2015-10-13T03:00:00.000+03:00,4,http://www.marketwatch.com/story/5-key-facts-to-know-about-the-sabmiller-inbev-merger-2015-10-13,US,marketwatch.com,MarketWatch News Archive - Yahoo! Finance,http://www.marketwatch.com/story/5-key-facts-to-know-about-the-sabmiller-inbev-merger-2015-10-13#post-0,english,Finance,1,0.500904351,0.2
Financeexpress.com,,91b5f2063736c68a8ffa2c356f99e6c7824e122e,"???Steve Jobs??? an engaging portrait, ex-Apple CEO John Sculley says",0,,0,0,0,0,0,0,0,0,2015-10-13T22:55:56.963+03:00,2015-10-13T17:58:00.000+03:00,0,news,www.Financeexpress.com,"???Steve Jobs??? an engaging portrait, ex-Apple CEO John Sculley says | The Finance Express",0,"???Steve Jobs??? an engaging portrait, ex-Apple CEO John Sculley says",0,http://www.Financeexpress.com/wp-content/uploads/2015/10/Steve-jobs-film-s-ap.jpg,91b5f2063736c68a8ffa2c356f99e6c7824e122e,http://www.Financeexpress.com/,2015-10-13T17:58:00.000+03:00,1,http://www.Financeexpress.com/article/lifestyle/showbiz/steve-jobs-an-engaging-portrait-ex-apple-ceo-john-sculley-says/150384,IE,Financeexpress.com,"The Finance Express | India News Today,Latest National News,Stock Market Today,SENSEX NIFTY,NSE BSE India,Finance News,Business News",http://www.Financeexpress.com/article/lifestyle/showbiz/steve-jobs-an-engaging-portrait-ex-apple-ceo-john-sculley-says/150384,english,Finance,1,0.178894411,0.076923077
,,7a4b58174301df5552d2bdd159baed031aafdf5b,"Quarles Acquires Culpeper, Warsaw Heating Oil Companies",0,,0,0,0,0,0,0,0,0,2015-10-14T16:05:59.623+03:00,2015-10-14T15:50:00.000+03:00,0,news,uk.finance.yahoo.com,"Quarles Acquires Culpeper, Warsaw Heating Oil Companies",0,"Quarles Acquires Culpeper, Warsaw Heating Oil Companies",0,https://s1.yimg.com/bt/api/res/1.2/M7vS95b2fvSzHFeFStPk0A--/YXBwaWQ9eW5ld3NfbGVnbztxPTc1O3c9NjAw/http://l.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png,7a4b58174301df5552d2bdd159baed031aafdf5b,https://uk.finance.yahoo.com/news/sector-basic-materials/?format=rss,2015-10-14T15:50:00.000+03:00,0,https://uk.finance.yahoo.com/news/quarles-acquires-culpeper-warsaw-heating-125000997.html,US,yahoo.com,Basic Resources News | Yahoo! Finance,https://uk.finance.yahoo.com/news/quarles-acquires-culpeper-warsaw-heating-125000997.html,english,Finance,1,0.500904351,0.2
Janet Hook,,642194f416e8cfbe88e95a31d6f47dc22e4e6557,"Hillary Clinton Dominates First Democratic Debate, Analysts Say",0,,0,0,0,0,0,0,0,0,2015-10-14T17:55:12.930+03:00,2015-10-14T18:10:00.000+03:00,0,news,www.wsj.com,"Hillary Clinton Dominates First Democratic Debate, Analysts Say - WSJ",0,"Hillary Clinton Dominates First Democratic Debate, Analysts Say",0,http://si.wsj.net/public/resources/images/BN-KT164_DEBATE_G_20151013211740.jpg,642194f416e8cfbe88e95a31d6f47dc22e4e6557,http://www.wsj.com/news/business,2015-10-14T18:10:00.000+03:00,1,http://www.wsj.com/articles/hillary-clinton-dominates-first-democratic-debate-analysts-say-1444831841,US,wsj.com,Business &amp; Finance News - Wall Street Journal,http://www.wsj.com/articles/hillary-clinton-dominates-first-democratic-debate-analysts-say-1444831841,english,Finance,1,0.357788822,0.428571429
Karen Maley,,2277f169ef6ccd89b92ee4dc385898bf0d1234b8,New call to buy gold as US rate rise appears less certain,0,,0,0,0,0,0,0,0,0,2015-10-15T02:07:07.349+03:00,2015-10-15T06:01:00.000+03:00,0,news,www.afr.com,New call to buy gold as US rate rise appears less certain | afr.com,0,New call to buy gold as US rate rise appears less certain,0,http://www.afr.com/content/dam/images/g/k/9/e/7/u/image.related.afrArticleLead.620x365.gk9fck.png/1444860118737.jpg,2277f169ef6ccd89b92ee4dc385898bf0d1234b8,http://www.afr.com/,2015-10-15T06:01:00.000+03:00,1,http://www.afr.com/personal-finance/specialist-investments/gold/new-call-to-buy-gold-as-us-rate-rise-appears-less-certain-20151014-gk9fck,AU,afr.com,"Finance Review - Business, Finance and Investment News | afr.com",http://www.afr.com/personal-finance/specialist-investments/gold/new-call-to-buy-gold-as-us-rate-rise-appears-less-certain-20151014-gk9fck,english,Finance,1,0.715577644,0.5
Al Weaver,,bfb1dfc3bf5781380c69ad30b707da014b1f3f2d,Rubio: Dems 'more liberal today' than any time since Dukakis,0,,0,0,0,0,0,0,0,0,2015-10-14T22:32:07.658+03:00,2015-10-14T17:44:00.000+03:00,0,news,www.washingtonexaminer.com,Rubio: Dems 'more liberal today' than any time since Dukakis | Washington Examiner,0,Rubio: Dems 'more liberal today' than any time since Dukakis,0,http://cdn.washingtonexaminer.biz/cache/r620-f3b22d9a6d39003b91ae17d47dceacf4.jpg,bfb1dfc3bf5781380c69ad30b707da014b1f3f2d,http://washingtonexaminer.com/rss/politics,2015-10-14T17:44:00.000+03:00,1,http://www.washingtonexaminer.com/rubio-dems-more-liberal-today-than-any-time-since-dukakis/article/2574119?custom_click=rss,US,washingtonexaminer.com,WashingtonExaminer.com RSS - politics,http://www.washingtonexaminer.com/rubio-dems-more-liberal-today-than-any-time-since-dukakis/article/2574119?custom_click=rss,english,politics,1,1.614896519,0.333333333
,,dbff7f6c48a7527ff81bd452823e4c10954aa5da,Labour rebels let through Osborne fiscal charter,0,,0,0,0,0,0,0,0,0,2015-10-15T00:30:35.555+03:00,2015-10-14T23:24:00.000+03:00,0,news,www.ft.com,Labour rebels let through Osborne fiscal charter,0,Labour rebels let through Osborne fiscal charter,0,http://im.ft-static.com/content/images/4b29f901-1982-4c99-ab1a-cb7de528c162.img,dbff7f6c48a7527ff81bd452823e4c10954aa5da,http://www.ft.com/rss/world/uk/politics,2015-10-14T23:24:00.000+03:00,0,http://www.ft.com/cms/s/0/c0443510-727f-11e5-bdb1-e6e4767162cc.html?ftcamp=published_links%2Frss%2Fworld_uk_politics%2Ffeed%2F%2Fproduct,US,ft.com,Politics & Policy - latest UK politics news headlines - FT.com,http://www.ft.com/cms/s/0/c0443510-727f-11e5-bdb1-e6e4767162cc.html?ftcamp=published_links%2Frss%2Fworld_uk_politics%2Ffeed%2F%2Fproduct,english,politics,1,1.211172389,0.875
Theodore Schleifer,,bc81afe0270a5951eec2fd4deca821bb5d792009,Bernie Sanders dances on,0,,0,0,0,0,0,0,0,0,2015-10-15T06:07:12.903+03:00,2015-10-14T03:00:00.000+03:00,0,news,www.cnn.com,Bernie Sanders dances on - CNNPolitics.com,0,Bernie Sanders dances on,0,http://i2.cdn.turner.com/cnnnext/dam/assets/140302215019-ellen-selfie-oscars-large-169.jpg,bc81afe0270a5951eec2fd4deca821bb5d792009,http://us.cnn.com/politics,2015-10-14T03:00:00.000+03:00,1,http://www.cnn.com/2015/10/14/politics/bernie-sanders-ellen-degeneres-dance/index.html,US,cnn.com,"politics News, Analysis and Opinion - CNNPolitics.com",http://www.cnn.com/2015/10/14/politics/bernie-sanders-ellen-degeneres-dance/index.html,english,politics,1,0.968937911,0.2
wn.com,,fc58b121fe6991326ecc83db5349d4cc30a970fe,New Data Centres will save ??0.5million a year: Foster (Department of Finance and Personnel),0,,0,0,0,0,0,0,0,0,2015-10-14T13:14:04.764+03:00,2015-10-14T03:00:00.000+03:00,0,news,article.wn.com,New Data Centres will save ??0.5million a year: Foster (Department of Finance and Personnel) - Worldnews.com,0,New Data Centres will save ??0.5million a year: Foster (Department of Finance and Personnel),0,http://i.ytimg.com/vi/a9W6JQlVSHQ/0.jpg,fc58b121fe6991326ecc83db5349d4cc30a970fe,http://rss.wn.com/English/keyword/politics,2015-10-14T03:00:00.000+03:00,1,http://article.wn.com/view/2015/10/14/New_Data_Centres_will_save_05million_a_year_Foster_Departmen/,GB,wn.com,WN.com - Politics News,http://article.wn.com/view/2015/10/14/New_Data_Centres_will_save_05million_a_year_Foster_Departmen/,english,politics,1,0,0
wn.com,,a17a19c80a62e2a3d0f80c8e21bc8498afc4bce4,Rallying Int'l Support Ideal Result of Syria Chemical Weapons Probe,0,,0,0,0,0,0,0,0,0,2015-10-15T02:11:28.390+03:00,2015-10-14T03:00:00.000+03:00,0,news,article.wn.com,Rallying Int'l Support Ideal Result of Syria Chemical Weapons Probe - Worldnews.com,0,Rallying Int'l Support Ideal Result of Syria Chemical Weapons Probe,0,http://i.ytimg.com/vi/FnvvjA6Kxgo/0.jpg,a17a19c80a62e2a3d0f80c8e21bc8498afc4bce4,http://wn.com/politics,2015-10-14T03:00:00.000+03:00,1,http://article.wn.com/view/2015/10/14/Rallying_Intl_Support_Ideal_Result_of_Syria_Chemical_Weapons/,GB,wn.com,Politics News from WN Network,http://article.wn.com/view/2015/10/14/Rallying_Intl_Support_Ideal_Result_of_Syria_Chemical_Weapons/,english,politics,1,0,0
wn.com,,3ecdeaf6f3888c58c9ae4a97eb261e788beb5d48,International food fosters a sense of community (University of Newcastle),0,,0,0,0,0,0,0,0,0,2015-10-14T09:40:35.205+03:00,2015-10-14T03:00:00.000+03:00,0,news,article.wn.com,International food fosters a sense of community (University of Newcastle) - Worldnews.com,0,International food fosters a sense of community (University of Newcastle),0,http://i.ytimg.com/vi/CdXesX6mYUE/0.jpg,3ecdeaf6f3888c58c9ae4a97eb261e788beb5d48,http://rss.wn.com/English/keyword/politics,2015-10-14T03:00:00.000+03:00,1,http://article.wn.com/view/2015/10/14/International_food_fosters_a_sense_of_community_University_o/,GB,wn.com,WN.com - Politics News,http://article.wn.com/view/2015/10/14/International_food_fosters_a_sense_of_community_University_o/,english,politics,1,0,0
Gabby Morrongiello,,c17a6efef6ecc2fbebfcff2dcec3b251e60aeb19,Clinton: Students shouldn't freeload off my college plan,0,,0,0,0,0,0,0,0,0,2015-10-14T20:11:09.226+03:00,2015-10-14T01:53:00.000+03:00,0,news,www.washingtonexaminer.com,Clinton: Students shouldn't freeload off my college plan | Washington Examiner,0,Clinton: Students shouldn't freeload off my college plan,0,http://cdn.washingtonexaminer.biz/cache/r620-36f49f2e37899495c26e0dde27262ae1.jpg,c17a6efef6ecc2fbebfcff2dcec3b251e60aeb19,http://feeds.feedburner.com/WashingtonexaminercomRss-Politics,2015-10-14T01:53:00.000+03:00,1,http://www.washingtonexaminer.com/clinton-students-shouldnt-freeload-off-my-college-plan/article/2574061?custom_click=rss,US,washingtonexaminer.com,WashingtonExaminer.com RSS - politics,http://www.washingtonexaminer.com/clinton-students-shouldnt-freeload-off-my-college-plan/article/2574061?custom_click=rss,english,politics,1,1.614896519,0.333333333
julian kennedy,,4c79db21feb91cfae35b407f0682deb4559e00ae,,9,,0,0,0,0,0,0,0,0,2017-03-04T19:31:35.888+02:00,2017-03-03T02:00:00.000+02:00,0,discussions,www.imdb.com,Brooklyn Reviews & Ratings - IMDb,0,Brooklyn,9,,8861b016d9877f3c326f571441883ad5a9da449c,"http://www.imdb.com/search/title?count=100&genres=drama,romance&num_votes=10000,&title_type=feature&view=simple",2016-12-09T02:00:00.000+02:00,10,http://www.imdb.com/title/tt2381111/reviews?filter=chrono,US,imdb.com,IMDb: Most Popular Drama-Romance Feature Films With At Least 10000 Votes - IMDb,http://www.imdb.com/title/tt2381111/reviews?filter=chrono#ynd_3652918,english,Movie,1,0,0
cad,,bd05526e2a724730e10cd191f4790bf734915b10,,8,,0,0,0,0,0,0,0,0,2017-03-04T07:03:02.707+02:00,2017-03-03T02:00:00.000+02:00,0.991,discussions,www.imdb.com,Fifty Shades Darker Reviews & Ratings - IMDb,0,Fifty Shades Darker,9,,1a9f8d65e2ff7ebdab9ecc53388e6b7dcf0b48d1,"http://www.imdb.com/search/title?count=100&genres=drama,romance&num_votes=10000,&title_type=feature&view=simple",2017-02-26T02:00:00.000+02:00,10,http://www.imdb.com/title/tt4465564/reviews?filter=chrono,US,imdb.com,IMDb: Most Popular Drama-Romance Feature Films With At Least 10000 Votes - IMDb,http://www.imdb.com/title/tt4465564/reviews?filter=chrono#ynd_3652836,english,Movie,1,0,0
IJustLoveFindingNemoOkay,,2834b4220e56b9ca9af40ef09f819bea46a5be12,,8,,0,0,0,0,0,0,0,0,2017-03-02T14:26:42.055+02:00,2017-03-01T02:00:00.000+02:00,0.001,discussions,www.imdb.com,Star Wars: Episode VII - The Force Awakens Reviews & Ratings - IMDb,0,Star Wars: Episode VII - The Force Awakens,9,,6259e943b2100078fa90c79d5daae702b6c12213,"http://www.imdb.com/search/title?count=100&genres=fantasy,adventure&num_votes=10000,&title_type=feature&view=simple",2017-02-21T02:00:00.000+02:00,10,http://www.imdb.com/title/tt2488496/reviews?filter=chrono,US,imdb.com,IMDb: Most Popular Fantasy-Adventure Feature Films With At Least 10000 Votes - IMDb,http://www.imdb.com/title/tt2488496/reviews?filter=chrono#ynd_3651160,english,Movie,1,0,0
ryanskywalker-87402,,ec7d63d2d62a28727a48f726877e0bd630c77c1c,,9,,0,0,0,0,0,0,0,0,2017-03-02T13:56:16.811+02:00,2017-03-01T02:00:00.000+02:00,0,discussions,www.imdb.com,X-Men Origins: Wolverine Reviews & Ratings - IMDb,0,X-Men Origins: Wolverine,9,,425db9d24051201e797f84e2947f6d116abbec0e,"http://www.imdb.com/search/title?count=100&genres=adventure,thriller&num_votes=10000,&title_type=feature&view=simple",2016-09-28T03:00:00.000+03:00,10,http://www.imdb.com/title/tt0458525/reviews?filter=chrono,US,imdb.com,IMDb: Most Popular Adventure-Thriller Feature Films With At Least 10000 Votes - IMDb,http://www.imdb.com/title/tt0458525/reviews?filter=chrono#ynd_3651061,english,Movie,1,0,0
Death-2-trolls,,b2df1c05221abade9c9e72797dc0cd103cf251ec,,9,,0,0,0,0,0,0,0,0,2017-03-03T15:51:39.372+02:00,2017-03-02T02:00:00.000+02:00,0.014,discussions,www.imdb.com,Pirates of the Caribbean: On Stranger Tides Reviews & Ratings - IMDb,0,Pirates of the Caribbean: On Stranger Tides,9,,3def6e1a90d11e346d897431665d8054e7660b17,"http://www.imdb.com/search/title?count=100&genres=fantasy,adventure&num_votes=10000,&title_type=feature&view=simple",2016-03-02T02:00:00.000+02:00,10,http://www.imdb.com/title/tt1298650/reviews?filter=chrono,US,imdb.com,IMDb: Most Popular Fantasy-Adventure Feature Films With At Least 10000 Votes - IMDb,http://www.imdb.com/title/tt1298650/reviews?filter=chrono#ynd_3651621,english,Movie,1,0,0
draftdubya,,2ae4737d20cdc0f109d46a3c801a9999fc70a97e,,9,,0,0,0,0,0,0,0,0,2017-03-01T02:00:47.791+02:00,2017-02-28T02:00:00.000+02:00,0,discussions,www.imdb.com,The Babadook Reviews & Ratings - IMDb,0,The Babadook,9,,5082353b7fc8b6ae9951694457a8ea5c840b2d43,"http://www.imdb.com/search/title?count=100&genres=horror,drama&num_votes=10000,&title_type=feature&view=simple",2017-01-13T02:00:00.000+02:00,10,http://www.imdb.com/title/tt2321549/reviews?filter=chrono,US,imdb.com,IMDb: Most Popular Horror-Drama Feature Films With At Least 10000 Votes - IMDb,http://www.imdb.com/title/tt2321549/reviews?filter=chrono#ynd_3650047,english,Movie,1,0,0
DL M,,c5034b80f0b198bc97494133ff7b69e52de42b14,Dining overated,0,,0,0,0,0,0,0,0,0,2017-03-29T14:41:09.836+03:00,2017-03-19T02:00:00.000+02:00,0.017,discussions,www.tripadvisor.com,"Dining overated - Review of Trump International Hotel and Tower New York, New York City, NY - TripAdvisor",0,Dining overated,0,https://media-cdn.tripadvisor.com/media/photo-s/0d/c0/20/c3/trump-international-hotel.jpg,c5034b80f0b198bc97494133ff7b69e52de42b14,https://www.tripadvisor.com/Hotel_Review-g60763-d93623-Reviews-Trump_International_Hotel_and_Tower_New_York-New_York_City_New_York.html,2017-03-19T02:00:00.000+02:00,1,https://www.tripadvisor.com/ShowUserReviews-g60763-d93623-r468652345-Trump_International_Hotel_and_Tower_New_York-New_York_City_New_York.html,US,tripadvisor.com,Trump International Hotel and Tower New York - UPDATED 2017 Reviews &amp; Price Comparison (New York City) - TripAdvisor,https://www.tripadvisor.com/ShowUserReviews-g60763-d93623-r468652345-Trump_International_Hotel_and_Tower_New_York-New_York_City_New_York.html,english,Hotel,1,0.110088383,0.142857143
Einar R,,616748dfb80c1bf78aa8df4f095d4678f71f41ed,Torn expectations,0,,0,0,0,0,0,0,0,0,2017-03-29T14:09:45.050+03:00,2017-03-08T02:00:00.000+02:00,0.001,discussions,www.tripadvisor.com,"Torn expectations - Review of Hotel Torino, Rome, Italy - TripAdvisor",0,Torn expectations,1,https://media-cdn.tripadvisor.com/media/photo-s/0d/e3/99/1d/686609-guest-room.jpg,616748dfb80c1bf78aa8df4f095d4678f71f41ed,https://www.tripadvisor.com/Hotel_Review-g187791-d232860-Reviews-Hotel_Torino-Rome_Lazio.html,2017-03-08T02:00:00.000+02:00,2,https://www.tripadvisor.com/ShowUserReviews-g187791-d232860-r465662325-Hotel_Torino-Rome_Lazio.html,US,tripadvisor.com,"Hotel Torino - UPDATED 2017 Reviews &amp; Price Comparison (Rome, Italy) - TripAdvisor",https://www.tripadvisor.com/ShowUserReviews-g187791-d232860-r465662325-Hotel_Torino-Rome_Lazio.html,english,Hotel,1,0.160128558,0.181818182
johnaw894,,142a9f1af5a272aa60472044876a03697d11a6a3,Room smelled like cigarettes,0,,0,0,0,0,0,0,0,0,2017-03-29T14:34:01.494+03:00,2017-03-22T02:00:00.000+02:00,0.001,discussions,www.tripadvisor.com,"Room smelled like cigarettes - Review of The Roger, New York City, NY - TripAdvisor",0,Room smelled like cigarettes,0,https://media-cdn.tripadvisor.com/media/photo-s/0d/f2/92/18/terrace-with-esbview.jpg,142a9f1af5a272aa60472044876a03697d11a6a3,https://www.tripadvisor.com/Hotel_Review-g60763-d80110-Reviews-or10-The_Roger-New_York_City_New_York.html,2017-03-22T02:00:00.000+02:00,1,https://www.tripadvisor.com/ShowUserReviews-g60763-d80110-r469397695-The_Roger-New_York_City_New_York.html,US,tripadvisor.com,The Roger - UPDATED 2017 Hotel Reviews &amp; Price Comparison (New York City) - TripAdvisor,https://www.tripadvisor.com/ShowUserReviews-g60763-d80110-r469397695-The_Roger-New_York_City_New_York.html,english,Hotel,1,0.146784511,0.166666667
Marion P,,f9ae46e1eb5ade04c86798c81556ce271c97d174,Very disappointing!,0,,0,0,0,0,0,0,0,0,2017-03-27T05:15:23.904+03:00,2017-03-05T02:00:00.000+02:00,0,discussions,www.tripadvisor.com,"Very disappointing! - Review of Mercure Paris Terminus Nord, Paris, France - TripAdvisor",0,Very disappointing!,0,https://media-cdn.tripadvisor.com/media/photo-s/0e/c0/83/7c/exterior.jpg,f9ae46e1eb5ade04c86798c81556ce271c97d174,https://www.tripadvisor.com/Hotel_Review-g187147-d653824-Reviews-Mercure_Paris_Terminus_Nord-Paris_Ile_de_France.html,2017-03-05T02:00:00.000+02:00,1,https://www.tripadvisor.com/ShowUserReviews-g187147-d653824-r464843947-Mercure_Paris_Terminus_Nord-Paris_Ile_de_France.html,US,tripadvisor.com,Mercure Paris Terminus Nord - UPDATED 2017 Hotel Reviews &amp; Price Comparison (France) - TripAdvisor,https://www.tripadvisor.com/ShowUserReviews-g187147-d653824-r464843947-Mercure_Paris_Terminus_Nord-Paris_Ile_de_France.html,english,Hotel,1,0.135493395,0.153846154
AnaD8011,,779bf4b8f55f95c14554a6bd61d82d7aa919055e,mold smell throughout the hotel,0,,0,0,0,0,0,0,0,0,2017-03-27T07:53:20.477+03:00,2017-03-01T02:00:00.000+02:00,0,discussions,www.tripadvisor.com,"mold smell throughout the hotel - Review of Adagio Access Paris Tour Eiffel Saint Charles, Paris, France - TripAdvisor",0,mold smell throughout the hotel,0,https://media-cdn.tripadvisor.com/media/photo-s/0b/68/7d/42/exterior.jpg,779bf4b8f55f95c14554a6bd61d82d7aa919055e,https://www.tripadvisor.com/Hotel_Review-g187147-d578345-Reviews-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,2017-03-01T02:00:00.000+02:00,1,https://www.tripadvisor.com/ShowUserReviews-g187147-d578345-r452319538-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,US,tripadvisor.com,Adagio Access Paris Tour Eiffel Saint Charles - UPDATED 2017 Hotel Reviews &amp; Price Comparison (France) - TripAdvisor,https://www.tripadvisor.com/ShowUserReviews-g187147-d578345-r452319538-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,english,Hotel,1,0.110088383,0.125
ahmed_ali_6687,,57c06a18bc9a0e591d006884aeacc2835fdb1388,Room size,0,,0,0,0,0,0,0,0,0,2017-03-28T22:46:53.321+03:00,2017-03-20T02:00:00.000+02:00,0.21,discussions,www.tripadvisor.com,"Room size - Review of Hotel Balzac, Paris, France - TripAdvisor",0,Room size,0,https://media-cdn.tripadvisor.com/media/photo-s/08/1e/a4/3b/hotel-balzac.jpg,57c06a18bc9a0e591d006884aeacc2835fdb1388,https://www.tripadvisor.com/Hotel_Review-g187147-d194305-Reviews-Hotel_Balzac-Paris_Ile_de_France.html,2017-03-20T02:00:00.000+02:00,1,https://www.tripadvisor.com/ShowUserReviews-g187147-d194305-r468910390-Hotel_Balzac-Paris_Ile_de_France.html,US,tripadvisor.com,"Hotel Balzac - UPDATED 2017 Reviews &amp; Price Comparison (Paris, France) - TripAdvisor",https://www.tripadvisor.com/ShowUserReviews-g187147-d194305-r468910390-Hotel_Balzac-Paris_Ile_de_France.html,english,Hotel,1,0.160128558,0.181818182
niraM83,,409770b0d8699bba9fff3ee66aaea4eb4e7cd8c5,Rooms require renovation,0,,0,0,0,0,0,0,0,0,2017-03-28T07:28:01.364+03:00,2017-03-22T02:00:00.000+02:00,0.005,discussions,www.tripadvisor.com,"Rooms require renovation - Review of Ibis Budget Paris Porte de Pantin, Pantin, France - TripAdvisor",0,Rooms require renovation,0,https://media-cdn.tripadvisor.com/media/photo-s/0a/4e/09/f9/chambre-famille.jpg,409770b0d8699bba9fff3ee66aaea4eb4e7cd8c5,https://www.tripadvisor.com/Hotel_Review-g196584-d300721-Reviews-Ibis_Budget_Paris_Porte_de_Pantin-Pantin_Seine_Saint_Denis_Ile_de_France.html,2017-03-22T02:00:00.000+02:00,1,https://www.tripadvisor.com/ShowUserReviews-g196584-d300721-r469369350-Ibis_Budget_Paris_Porte_de_Pantin-Pantin_Seine_Saint_Denis_Ile_de_France.html,US,tripadvisor.com,Ibis Budget Paris Porte de Pantin - UPDATED 2017 Hotel Reviews &amp; Price Comparison (France) - TripAdvisor,https://www.tripadvisor.com/ShowUserReviews-g196584-d300721-r469369350-Ibis_Budget_Paris_Porte_de_Pantin-Pantin_Seine_Saint_Denis_Ile_de_France.html,english,Hotel,1,0.117427609,0.133333333
Jonas R,,2b5d37c8e5e08b86503060d22dfc6cd9e50dd929,Got scammed,0,,0,0,0,0,0,0,0,0,2017-03-28T10:46:11.728+03:00,2017-03-16T02:00:00.000+02:00,0.001,discussions,www.tripadvisor.com,"Got scammed - Review of Ibis Paris Montmartre 18eme, Paris, France - TripAdvisor",0,Got scammed,0,https://media-cdn.tripadvisor.com/media/photo-s/04/0e/b1/dc/ibis-paris-montmartre.jpg,2b5d37c8e5e08b86503060d22dfc6cd9e50dd929,https://www.tripadvisor.com/Hotel_Review-g187147-d197571-Reviews-Ibis_Paris_Montmartre_18eme-Paris_Ile_de_France.html,2017-03-16T02:00:00.000+02:00,1,https://www.tripadvisor.com/ShowUserReviews-g187147-d197571-r467941405-Ibis_Paris_Montmartre_18eme-Paris_Ile_de_France.html,US,tripadvisor.com,Ibis Paris Montmartre 18eme - UPDATED 2017 Hotel Reviews &amp; Price Comparison (France) - TripAdvisor,https://www.tripadvisor.com/ShowUserReviews-g187147-d197571-r467941405-Ibis_Paris_Montmartre_18eme-Paris_Ile_de_France.html,english,Hotel,1,0.135493395,0.153846154
debbieg377,,f7f3978edf2bfe4fe8864c584adf1f041bcf8972,Not a 4 star hotel!!!,0,,0,0,0,0,0,0,0,0,2017-03-28T20:41:46.152+03:00,2017-03-19T02:00:00.000+02:00,0,discussions,www.tripadvisor.com,"Not a 4 star hotel!!! - Review of Hotel Franklin D. Roosevelt, Paris, France - TripAdvisor",0,Not a 4 star hotel!!!,1,https://media-cdn.tripadvisor.com/media/photo-s/0e/3b/ff/5b/junior-suite-room.jpg,f7f3978edf2bfe4fe8864c584adf1f041bcf8972,https://www.tripadvisor.com/Hotel_Review-g187147-d261990-Reviews-Hotel_Franklin_D_Roosevelt-Paris_Ile_de_France.html,2017-03-19T02:00:00.000+02:00,2,https://www.tripadvisor.com/ShowUserReviews-g187147-d261990-r468618755-Hotel_Franklin_D_Roosevelt-Paris_Ile_de_France.html,US,tripadvisor.com,"Hotel Franklin D. Roosevelt - UPDATED 2017 Reviews &amp; Price Comparison (Paris, France) - TripAdvisor",https://www.tripadvisor.com/ShowUserReviews-g187147-d261990-r468618755-Hotel_Franklin_D_Roosevelt-Paris_Ile_de_France.html,english,Hotel,1,0.146784511,0.166666667
